Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Yi-Wei Chen,40+,,1:48.18,1:58.37,1:59.67,1:46.89,1:51.04,1:46.89,1:52.53,https://www.facebook.com/events/1278843609453417/permalink/1283841272286984,
Lisa Kucala,50+,2019KUCA01,3:51.34,3:16.92,5:25.61,DNS,DNS,3:16.92,4:11.29,https://www.facebook.com/events/1278843609453417/permalink/1282597012411410,
