Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,12.48,13.09,14.06,17.01,15.17,12.48,14.11,https://www.facebook.com/events/4054783058080417/permalink/4067887813436608,
Daniel Houghton,40+,2016HOUG03,16.71,16.72,12.28,15.54,17.00,12.28,16.32,https://www.facebook.com/events/4054783058080417/permalink/4061138670778189,
Ed Connell,<40,2018CONN04,15.35,16.78,18.42,14.18,18.80,14.18,16.85,https://www.facebook.com/events/4054783058080417/permalink/4067822553443134,
Chris Looney,<40,2022LOON02,17.49,17.67,16.62,16.59,22.45,16.59,17.26,https://www.facebook.com/chris.looney/videos/559736309417916,
Glyn Brown,40+,,16.36,17.53,15.56,18.19,28.79,15.56,17.36,https://www.facebook.com/events/4054783058080417/permalink/4067850090107047,
Yi-Wei Chen,40+,,18.51,18.29,15.51,27.08,24.46,15.51,20.42,https://www.facebook.com/events/4054783058080417/permalink/4064915033733886,
Toby Chamberlain,40+,2022CHAM03,17.84,19.27,25.92,21.74,20.44,17.84,20.48,https://www.facebook.com/520891933/videos/874446930467905,
Dan Smith,50+,2018SMIT42,27.96,29.49,22.61,27.56,28.18,22.61,27.90,https://www.facebook.com/events/4054783058080417/permalink/4061260254099364,
Mickey Doyle,40+,2021DOYL02,22.16,28.28,27.26,29.98,30.34,22.16,28.51,https://www.facebook.com/events/4054783058080417/permalink/4067703986788324,
Jo Cocco,40+,2022COCC01,45.75,35.22,33.35,38.86,46.05,33.35,39.94,https://www.facebook.com/JoCocco/videos/857524495571234,
