Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Pete Lee,40+,2018LEEP04,1:18.80,1:29.13,1:36.05,1:23.46,1:25.21,1:18.80,1:25.93,https://www.facebook.com/events/674637162322812/permalink/681124798340715,
Konsta Jukka,40+,2008JUKK01,1:25.60,1:27.42,1:36.52,1:25.72,1:24.74,1:24.74,1:26.25,https://www.facebook.com/events/674637162322812/permalink/683189144800947,
Shen Flindell,50+,2023FLIN02,2:21.61,1:51.14,2:18.15,2:08.51,2:12.72,1:51.14,2:13.13,https://www.facebook.com/events/674637162322812/permalink/684877531298775,
