Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.37,14.17,17.12,13.87,14.89,13.87,14.48,https://www.facebook.com/events/708566320000803/permalink/712719729585462,
Michael George,40+,2015GEOR02,21.88,13.39,18.48,14.33,13.70,13.39,15.50,https://www.facebook.com/michael.george.545/videos/10214080316522276,The 13s and the 14 were solid but the counting 18.48 destroyed the average.
Rob Peters,40+,2016PETE06,18.00,15.00,15.16,18.24,16.59,15.00,16.58,https://www.facebook.com/667027593/videos/10158606805177594,
Thierry Boisivon,40+,2011BOIS01,16.78,16.43,21.16,18.42,17.80,16.43,17.67,https://www.facebook.com/events/708566320000803/permalink/712667169590718,
Newton Nguyen,<10,2019NGUY30,19.05,19.26,19.02,19.01,18.81,18.81,19.03,https://www.facebook.com/events/708566320000803/permalink/713549232835845,
Ed Connell,<40,2018CONN04,21.33,18.49,18.18,13.69,23.52,13.69,19.33,https://www.facebook.com/events/708566320000803/permalink/711774993013269,"Ropey average, not enough practice on 3x3 recently"
Pete Lee,<40,2018LEEP04,21.49,17.86,18.53,30.25,21.46,17.86,20.49,https://www.facebook.com/events/708566320000803/permalink/712625646261537,
Yi-Wei Chen,40+,,22.07,20.45,25.73,23.80,21.13,20.45,22.33,https://www.facebook.com/events/708566320000803/permalink/710441883146580,
Aaron Cumes,40+,2018CUME02,24.20,22.39,22.90,18.00,DNF,18.00,23.16,https://www.facebook.com/events/708566320000803/permalink/709123326611769,
Geoff Hartnell,40+,2017HART06,28.76,22.00,31.19,27.34,24.11,22.00,26.74,https://www.facebook.com/events/708566320000803/permalink/712557502935018,
Anthony Rochester,40+,2019ROCH03,23.48,24.39,27.42,31.14,29.87,23.48,27.23,https://www.facebook.com/events/708566320000803/permalink/712820919575343,
Huy Nguyen,40+,2019NGUY29,23.82,32.91,24.97,26.38,31.70,23.82,27.69,https://www.facebook.com/events/708566320000803/permalink/713549232835845,
Daniel Smith,50+,2018SMIT42,24.33,30.02,27.89,25.38,31.01,24.33,27.76,https://www.facebook.com/events/708566320000803/permalink/713609006163201,
Jan Adams-Fielding,40+,,26.61,31.19,38.35,30.73,23.50,23.50,29.51,https://www.facebook.com/events/708566320000803/permalink/713506102840158,
Joffie Berkowitz,50+,2016BERK01,27.89,34.16,28.18,30.11,40.57,27.89,30.82,https://www.facebook.com/joffie.berkowitz/videos/10163988622910128,
Timothy Salay,40+,,37.50,45.68,34.57,32.17,30.11,30.11,34.75,https://www.facebook.com/BigTSpot/videos/10216538974258093,
Joshua Riegel,<30,2019RIEG02,37.54,DNF,31.80,34.12,36.87,31.80,36.18,https://www.facebook.com/events/708566320000803/permalink/713225456201556,First time actually getting a DNF on 3x3
Marcel Balzer,40+,,50.74,33.04,39.85,30.40,38.89,30.40,37.26,https://www.facebook.com/marcel.balzer.9216/videos/10160275529222516,
