Name,Age,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Looney,<40,1:51.09,2:12.63,2:06.49,2:03.82,2:07.49,1:51.09,2:05.93,https://www.facebook.com/chris.looney/videos/1879300155595543,
