Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Pete Lee,<40,2018LEEP04,6:50.95,6:10.13,5:56.20,5:56.20,6:19.09,https://www.facebook.com/events/498666361787423/permalink/507084567612269,
