Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,11,9,52:59,https://www.facebook.com/events/994228242590739/permalink/1003539001659663,
Toby Chamberlain,50+,2022CHAM03,9,5,43:23,https://www.facebook.com/events/994228242590739/permalink/1001991845147712,
