Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Ed Connell,<40,2018CONN04,16.61,19.10,20.65,20.54,16.31,16.31,18.75,https://www.facebook.com/events/1716512181834525/permalink/1720527314766345/,
Peter Osudar,<40,2017OSUD01,19.54,21.00,33.77,24.36,19.18,19.18,21.63,https://www.facebook.com/events/1716512181834525/permalink/1716739918478418/,Peter Michael on FB(Peter Osudar IRL)
Lisa Kucala,50+,2019KUCA01,21.12,35.81,21.89,22.41,23.05,21.12,22.45,https://www.facebook.com/events/1716512181834525/permalink/1723076847844725/,
Andy Nicholls,40+,2015NICH04,14.74,16.79,DNF,DNF,12.14,12.14,DNF,https://www.facebook.com/events/1716512181834525/permalink/1718868751598868/,
