Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,26,30,30,26,28.67,https://www.facebook.com/events/2989769407942827/permalink/2991511877768580,
Ed Connell,<40,2018CONN04,DNF,35,DNF,35,DNF,https://www.facebook.com/events/2989769407942827/permalink/2992858454300589,
