Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,15.10,13.22,15.43,11.92,10.71,10.71,13.42,https://www.facebook.com/events/509549287201075/permalink/511208943701776,
Ed Connell,<40,2018CONN04,19.56,15.32,16.71,21.52,13.59,13.59,17.20,https://www.facebook.com/events/509549287201075/permalink/518439322978738,
Greg Simmons,<40,2022SIMM01,15.53,17.12,22.42,16.40,18.23,15.53,17.25,https://www.facebook.com/events/509549287201075/permalink/515400549949282,
Pete Lee,<40,2018LEEP04,19.35,16.81,22.07,17.25,19.82,16.81,18.81,https://www.facebook.com/events/509549287201075/permalink/513886730100664,
Toby Chamberlain,40+,,19.31,17.59,18.03,19.51,DNF,17.59,18.95,https://www.facebook.com/520891933/videos/1063602547551436,"Could have been better - corner twist on 4th solve, and then DNFed the 5th"
Rodney Gardner,50+,2019GARD02,21.57,20.70,20.63,24.06,18.19,18.19,20.97,https://www.facebook.com/events/509549287201075/permalink/518520409637296,
Chris Looney,<40,,19.90,27.18,22.86,21.82,23.77,19.90,22.82,https://www.facebook.com/chris.looney/videos/489383352699595,Meh
JM Tambaoan,40+,,29.60,24.25,23.00,24.98,18.76,18.76,24.08,https://www.facebook.com/events/509549287201075/permalink/512909166865087,
Lisa Kucala,50+,2019KUCA01,24.08,31.99,22.19,28.38,23.33,22.19,25.26,https://www.facebook.com/events/509549287201075/permalink/513988760090461,
Dan Smith,50+,2018SMIT42,24.22,27.16,27.25,27.34,25.94,24.22,26.78,https://www.facebook.com/events/509549287201075/permalink/518503102972360,
Martin Melcop,60+,,30.17,27.83,30.88,33.52,29.83,27.83,30.29,https://www.facebook.com/100000468058820/videos/4682355355208194,
Mickey Doyle,40+,2021DOYL02,32.89,30.78,30.13,28.09,33.95,28.09,31.27,https://www.facebook.com/events/509549287201075/permalink/517340109755326,
