Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,11,9,57:32,https://www.facebook.com/events/738335735872971/permalink/741711195535425,
Toby Chamberlain,50+,2022CHAM03,9,5,35:24,https://www.facebook.com/events/738335735872971/permalink/747620664944478,
