Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,3:10.83,3:00.57,3:04.06,3:00.57,3:05.15,https://www.facebook.com/events/1154655416510842/permalink/1157037036272680,
Daniel Houghton,40+,2016HOUG03,3:12.16,3:16.98,2:55.23,2:55.23,3:08.12,https://www.facebook.com/events/1154655416510842/permalink/1165777358731981,
Konsta Jukka,40+,2008JUKK01,3:31.34,3:19.12,3:26.26,3:19.12,3:25.57,https://www.facebook.com/events/1154655416510842/permalink/1165066455469738,
