Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,2:41.57,2:33.68,3:02.86,2:33.68,2:46.04,https://www.facebook.com/events/890187273702223/permalink/893218386732445,
Shen Flindell,50+,2023FLIN02,3:01.17,3:07.90,3:06.08,3:01.17,3:05.05,https://www.facebook.com/events/890187273702223/permalink/895154949872122,
Fred Johnson,<40,2006JOHN01,3:04.00,3:46.64,3:33.33,3:04.00,3:27.99,https://www.facebook.com/frederick.g.johnson/videos/1214701690835960,
Enrymar Cisneros,40+,2013CISN01,3:42.13,4:03.32,3:39.62,3:39.62,3:48.36,https://www.facebook.com/events/890187273702223/permalink/899970222723928,
Lisa Kucala,60+,2019KUCA01,5:56.14,5:16.48,DNS,5:16.48,DNF,https://www.facebook.com/events/890187273702223/permalink/899310156123268,
