Name,Age,WCA ID,Solve 1 8,Solve 2 8,Solve 3 8,Solve 4 6,Solve 5 6,Best,Average,Link,Comment
Pete Lee,40+,2018LEEP04,1:10.33,1:24.03,1:17.37,1:20.49,1:25.49,1:10.33,1:20.63,https://www.facebook.com/events/1243256814319232/permalink/1248636127114634,
Veronika Rose,40+,2024ROSE02,1:29.40,1:32.86,1:30.17,2:21.11,1:21.51,1:21.51,1:30.81,https://www.facebook.com/events/1243256814319232/permalink/1247748983870015,
Fred Johnson,<40,2006JOHN01,1:41.51,1:40.81,2:04.69,1:47.38,1:49.01,1:40.81,1:45.97,https://www.facebook.com/frederick.g.johnson/videos/3924738984325139,
Shen Flindell,50+,2023FLIN02,2:11.07,2:05.23,2:12.27,1:45.81,2:02.66,1:45.81,2:06.32,https://www.facebook.com/events/1243256814319232/permalink/1252344833410430,
