Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,4:22.73,4:35.44,4:34.85,4:22.73,4:31.01,https://www.facebook.com/events/801984480354340/permalink/805199883366133,
Geoff Hartnell,40+,2017HART06,5:47.62,6:03.60,5:56.97,5:47.62,5:56.06,https://www.facebook.com/events/801984480354340/permalink/802381783647943,
Pete Lee,<40,2018LEEP04,6:14.96,6:50.39,6:40.80,6:14.96,6:35.38,https://www.facebook.com/events/801984480354340/permalink/802187753667346,
