Name,Age,WCA ID,Solve 1 14,Solve 2 14,Solve 3 14,Solve 4 11,Solve 5 11,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,DNF,1:18.79,1:22.41,DNF,1:11.52,1:11.52,DNF,https://www.facebook.com/events/1241661854700128/permalink/1248437694022544,
Daniel Houghton,40+,2016HOUG03,2:00.31,DNF,1:12.17,DNF,DNF,1:12.17,DNF,https://www.facebook.com/events/1241661854700128/permalink/1250447340488246,
Toby Chamberlain,50+,2022CHAM03,DNF,DNF,1:47.66,DNF,DNF,1:47.66,DNF,https://www.facebook.com/events/1241661854700128/permalink/1249267027272944,
