Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,2:50.27,3:14.36,3:01.75,2:50.27,3:02.13,https://www.facebook.com/events/932001989228139/permalink/942154074879597,
Fred Johnson,<40,2006JOHN01,3:19.04,3:15.04,3:07.03,3:07.03,3:13.70,https://www.facebook.com/frederick.g.johnson/videos/763032413307514,
Daniel Houghton,40+,2016HOUG03,3:06.59,3:20.47,3:23.38,3:06.59,3:16.81,https://www.facebook.com/events/932001989228139/permalink/941640371597634,
