Name,Age,WCA ID,Solve 1 13,Solve 2 13,Solve 3 13,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,50+,2014RIEM01,38,28,30,28,32.00,https://www.facebook.com/events/795848283561212/permalink/804465876032786,
Shen Flindell,50+,2023FLIN02,DNF,40,33,33,DNF,https://www.facebook.com/events/795848283561212/permalink/800926129720094,
