Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,16.61,15.57,20.52,15.73,18.24,15.57,16.86,https://www.facebook.com/events/442599294039591/permalink/450486749917512,
Ed Connell,<40,2018CONN04,17.39,19.12,15.16,15.89,20.61,15.16,17.47,https://www.facebook.com/events/442599294039591/permalink/450374503262070,
Toby Chamberlain,40+,2022CHAM03,18.37,25.05,18.61,15.57,19.58,15.57,18.85,https://www.facebook.com/520891933/videos/483752763552199,
Rodney Gardner,50+,2019GARD02,22.19,19.45,19.39,18.73,20.26,18.73,19.70,https://www.facebook.com/events/442599294039591/permalink/449024643397056,
Chris Looney,<40,2022LOON02,20.94,21.73,25.58,19.53,23.04,19.53,21.91,https://www.facebook.com/chris.looney/videos/758446088528862,
Dan Smith,50+,2018SMIT42,33.23,24.57,23.90,41.87,24.38,23.90,27.39,https://www.facebook.com/events/442599294039591/permalink/450597203239800,
Mickey Doyle,40+,2021DOYL02,30.16,30.45,31.54,26.86,35.11,26.86,30.72,https://www.facebook.com/events/442599294039591/permalink/451051336527720,
Mark Cordell,40+,2022CORD03,36.02,30.68,30.03,30.25,DNF,30.03,32.32,https://www.facebook.com/events/442599294039591/permalink/450699446562909,
Jo Cocco,40+,2022COCC01,44.37,28.02,34.16,40.90,32.47,28.02,35.84,https://www.facebook.com/JoCocco/videos/728967931643861,"Just done my first competition, so have added my WCA ID"
Eric Dodson,40+,2021DODS01,29.79,39.88,40.43,29.52,38.75,29.52,36.14,https://www.facebook.com/events/442599294039591/permalink/450993393200181,
