Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,4:08.73,4:45.30,4:06.01,4:06.01,4:20.01,https://www.facebook.com/events/605852520957703/permalink/615060580036897,
