Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,3:14.78,3:22.22,3:16.20,3:14.78,3:17.73,https://www.facebook.com/events/1374628593479428/permalink/1377461269862827,
Glyn Brown,40+,2023BROW47,3:54.16,4:20.36,3:58.23,3:54.16,4:04.25,https://www.facebook.com/events/1374628593479428/permalink/1380189032923384,
