Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,13.70,23.93,16.28,14.51,17.56,13.70,16.12,https://www.facebook.com/events/1074911313795532/permalink/1087355052551158,
Toby Chamberlain,50+,2022CHAM03,16.94,15.55,23.61,17.07,16.72,15.55,16.91,https://www.facebook.com/events/1478121449586426/permalink/1485089972222907,
Glyn Brown,40+,2023BROW47,14.71,17.03,18.18,15.96,19.64,14.71,17.06,https://www.facebook.com/events/1478121449586426/permalink/1483862345679003,
Ed Connell,<40,2018CONN04,19.38,18.14,19.27,18.04,21.27,18.04,18.93,https://www.facebook.com/events/1478121449586426/permalink/1485433518855219,
Mickey Doyle,50+,2021DOYL02,28.83,24.82,26.60,21.92,20.68,20.68,24.45,https://www.facebook.com/events/1478121449586426/permalink/1485376585527579,
Dan Smith,50+,2018SMIT42,30.91,22.79,26.39,31.41,20.89,20.89,26.70,https://www.facebook.com/events/1478121449586426/permalink/1485420782189826,
Peter Andersson,60+,2013ANDE01,22.95,28.32,29.84,31.21,24.55,22.95,27.57,https://www.facebook.com/events/1478121449586426/permalink/1480062792725625,
Lisa Kucala,50+,2019KUCA01,33.35,28.74,28.03,26.06,27.67,26.06,28.15,https://www.facebook.com/events/1478121449586426/permalink/1485482905516947,
Ross Richard Bambrey,40+,2023BAMB02,34.93,28.56,25.82,34.88,30.78,25.82,31.41,https://www.facebook.com/536706331/videos/879307523774590,
Kristina Lim,50+,2022LIMK02,48.76,38.15,40.59,39.81,1:08.56,38.15,43.05,https://www.facebook.com/1045330593/videos/755917393037460,
Joe Kucala,60+,2022KUCA01,41.09,54.76,50.88,42.24,1:43.29,41.09,49.29,https://www.facebook.com/events/1478121449586426/permalink/1485564175508820,
