Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Looney,<40,2022LOON02,16.30,13.87,18.96,17.23,16.20,13.87,16.58,https://www.facebook.com/chris.looney/videos/136226989384606,
Daniel Houghton,40+,2016HOUG03,18.28,16.71,22.65,14.46,15.46,14.46,16.82,https://www.facebook.com/events/229553919432988/permalink/234327138955666,
Toby Chamberlain,40+,2022CHAM03,15.46,16.45,18.35,15.97,19.17,15.46,16.92,https://www.facebook.com/520891933/videos/231040342616457,
Yi-Wei Chen,40+,2020CHEN34,15.28,19.76,17.39,14.80,19.20,14.80,17.29,https://www.facebook.com/events/229553919432988/permalink/236693375385709,
Ed Connell,<40,2018CONN04,17.35,20.20,19.96,11.92,17.91,11.92,18.41,https://www.facebook.com/events/229553919432988/permalink/236063328782047,
Mark Cordell,40+,2022CORD03,20.43,20.83,21.76,29.42,24.46,20.43,22.35,https://www.facebook.com/events/229553919432988/permalink/235897125465334,
Dan Smith,50+,2018SMIT42,20.65,23.44,26.59,21.56,28.66,20.65,23.86,https://www.facebook.com/events/229553919432988/permalink/233593172362396,
Gordon Holey,40+,2021HOLE01,22.68,22.92,28.86,21.45,27.58,21.45,24.39,https://www.facebook.com/766997877/videos/1750397598688642,
Richard Taylor,50+,2015TAYL04,21.16,22.73,27.32,DNF,26.79,21.16,25.61,https://www.facebook.com/100004166389252/videos/1191866651463776,
Mickey Doyle,40+,2021DOYL02,29.92,25.40,29.68,22.81,27.66,22.81,27.58,https://www.facebook.com/events/229553919432988/permalink/236266352095078,
