Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Andy Nicholls,40+,2015NICH04,5:48.97,5:14.31,5:49.02,5:14.31,5:37.43,https://www.facebook.com/events/256188575607890?view=permalink&id=258506312042783,
Geoff Hartnell,40+,2017HART06,6:28.49,5:45.83,6:22.49,5:45.83,6:12.28,https://www.facebook.com/events/256188575607890?view=permalink&id=256977715528976,
Pete Lee,<40,2018LEEP04,7:59.28,8:16.71,DNS,7:59.28,DNF,https://www.facebook.com/events/256188575607890?view=permalink&id=256481515578596,
