Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Michael George,40+,2015GEOR02,27.07,48.76,21.76,23.13,21.34,21.34,23.99,https://www.facebook.com/events/604103587178706?view=permalink&id=604285177160547,Very dodgy first two solves followed by 3 nice solves. A pretty decent average considering the counting 27. Massive range of times; 21.76 to 48.76.
Thierry Boisivon,40+,2011BOIS01,28.71,30.00,28.20,31.18,35.17,28.20,29.96,https://www.facebook.com/events/604103587178706?view=permalink&id=608762373379494,🔥
Geoff Hartnell,40+,2017HART06,31.05,28.68,35.58,38.14,40.42,28.68,34.92,https://www.facebook.com/events/604103587178706?view=permalink&id=605602253695506,
Ed Connell,<40,2018CONN04,33.40,58.01,37.75,38.54,34.91,33.40,37.07,https://www.facebook.com/events/604103587178706?view=permalink&id=607132633542468,
Andy Nicholls,40+,2015NICH04,46.10,44.67,41.30,34.43,35.70,34.43,40.56,https://www.facebook.com/events/604103587178706?view=permalink&id=606533846935680,
Jamie Brady (Deansie),<40,,39.15,43.31,44.74,43.56,48.38,39.15,43.87,https://www.facebook.com/events/604103587178706?view=permalink&id=607106740211724,
Huy Nguyen,40+,2019NGUY29,33.19,56.89,1:06.34,1:06.43,56.97,33.19,1:00.06,https://www.facebook.com/events/604103587178706?view=permalink&id=608307886758276,New 3x3OH PB 33.19
Aaron Cumes,40+,2018CUME02,1:45.05,1:32.80,1:37.33,DNS,DNS,1:32.80,1:38.39,https://www.facebook.com/events/604103587178706?view=permalink&id=604175607171504,PB single and MO3
