Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Michael George,40+,2015GEOR02,4.21,4.70,7.90,18.30,4.91,4.21,5.84,https://www.facebook.com/events/604103587178706/permalink/604280157161049,I have no idea what happened to me during solve 4.
Andy Nicholls,40+,2015NICH04,5.24,6.79,4.96,10.13,7.03,4.96,6.35,https://www.facebook.com/events/604103587178706/permalink/606533430269055,
Ed Connell,<40,2018CONN04,4.79,6.23,6.89,9.62,6.43,4.79,6.52,https://www.facebook.com/events/604103587178706/permalink/607133026875762,
Vani Muthukrishnan,40+,2016MUTH05,5.93,5.76,6.70,8.52,7.07,5.76,6.57,https://www.facebook.com/events/604103587178706/permalink/604854257103639,
Jeremy Duehring,40+,2016DUEH02,6.35,6.00,7.89,8.69,5.65,5.65,6.74,https://www.facebook.com/jeremy.duehring/videos/10160134846122846,
Aaron Cumes,40+,2018CUME02,8.06,8.30,12.90,8.00,6.09,6.09,8.12,https://www.facebook.com/events/604103587178706/permalink/604172153838516,PB single and AO5⚡⚡🔥🔥
Daniel Smith,50+,2018SMIT42,6.64,10.83,9.00,8.87,7.92,6.64,8.60,https://www.facebook.com/events/604103587178706/permalink/608926896696375,
Lisa Kucala,50+,2019KUCA01,7.33,6.84,13.15,10.40,8.66,6.84,8.80,https://www.facebook.com/events/604103587178706/permalink/607911803464551,
Markus Niederöst,50+,2018NIED02,7.80,20.30,10.73,8.39,9.78,7.80,9.63,https://www.facebook.com/events/604103587178706/permalink/608554836733581,
Chris Thames,<40,2019THAM05,13.06,13.43,13.66,9.07,10.36,9.07,12.28,https://www.facebook.com/events/604103587178706/permalink/607214000200998,
Geoff Hartnell,40+,2017HART06,12.20,5.86,11.61,14.12,21.38,5.86,12.64,https://www.facebook.com/events/604103587178706/permalink/605594297029635,
