Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,12.48,12.78,11.30,12.05,11.89,11.30,12.14,https://www.facebook.com/events/415506712992555/permalink/418938782649348,
Enrymar Cisneros,<40,2013CISN01,11.85,10.81,15.29,13.66,15.44,10.81,13.60,https://www.facebook.com/events/415506712992555/permalink/419154869294406,
Fumiki Koseki,40+,2005KOSE01,13.80,15.14,15.47,16.88,14.09,13.80,14.90,https://www.facebook.com/events/415506712992555/permalink/419093069300586,
Ed Connell,<40,2018CONN04,14.27,14.53,19.33,18.40,15.05,14.27,15.99,https://www.facebook.com/events/415506712992555/permalink/418052602737966,
Grzegorz Pacewicz,40+,,17.64,15.06,12.84,16.74,16.37,12.84,16.06,https://www.facebook.com/events/415506712992555/permalink/415772992965927,
Geoff Hartnell,40+,2017HART06,15.82,16.44,24.09,18.18,18.44,15.82,17.69,https://www.facebook.com/events/415506712992555/permalink/417961469413746,
Greg Simmons,<40,,13.96,16.42,21.00,19.33,23.16,13.96,18.92,https://www.facebook.com/events/415506712992555/permalink/419183409291552,Pb single and Ao5. Amazing set of scrambles!
Pete Lee,<40,2018LEEP04,19.90,18.87,20.20,37.56,19.64,18.87,19.91,https://www.facebook.com/events/415506712992555/permalink/419042229305670,
Anthony Rochester,40+,2019ROCH03,19.45,15.75,27.01,25.47,22.90,15.75,22.61,https://www.facebook.com/events/415506712992555/permalink/417871292756097,PB single
Huy Nguyen,40+,2019NGUY29,24.57,24.03,23.47,25.71,31.41,23.47,24.77,https://www.facebook.com/events/415506712992555/permalink/418208256055734,
Daniel Smith,50+,2018SMIT42,26.05,23.83,26.47,26.95,27.96,23.83,26.49,https://www.facebook.com/events/415506712992555/permalink/418747709335122,
Chris Thames,<40,2019THAM05,28.25,39.11,26.12,33.75,31.62,26.12,31.21,https://www.facebook.com/events/415506712992555/permalink/418642989345594,
Lisa Kucala,50+,2019KUCA01,38.24,32.52,28.47,32.93,26.22,26.22,31.31,https://www.facebook.com/events/415506712992555/permalink/419260542617172,
Jae Park,50+,2015PARK24,29.71,42.30,38.35,34.57,31.50,29.71,34.81,https://www.facebook.com/events/415506712992555/permalink/415937099616183,
Nick Agatyn,<40,,33.75,31.71,37.88,39.59,35.59,31.71,35.74,https://www.facebook.com/757743227/videos/10160923483913228,
Leo Arroyo,40+,,55.15,51.14,53.67,1:07.30,1:02.54,51.14,57.12,https://www.facebook.com/events/415506712992555/permalink/417597989450094,
