Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Jae Park,50+,2015PARK24,12:53.41,DNF,DNF,12:53.41,DNF,https://www.facebook.com/events/712047552829208/permalink/713458466021450,
Chris Hardwick,<40,2003HARD01,17:07.58,DNS,DNS,17:07.58,DNF,https://www.facebook.com/events/712047552829208/permalink/715392942494669,
Grzegorz Pacewicz,40+,2014PACE01,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/712047552829208/permalink/715001422533821,
