Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,3.09,4.55,3.71,4.04,3.83,3.09,3.86,https://www.facebook.com/events/415506712992555/permalink/418938782649348,
Enrymar Cisneros,<40,2013CISN01,5.20,6.16,6.48,5.01,5.68,5.01,5.68,https://www.facebook.com/events/415506712992555/permalink/419206235955936,
Anthony Rochester,40+,2019ROCH03,6.07,5.48,6.67,4.96,6.15,4.96,5.90,https://www.facebook.com/events/415506712992555/permalink/417870112756215,
Fumiki Koseki,40+,2005KOSE01,5.84,6.35,6.70,5.25,5.78,5.25,5.99,https://www.facebook.com/events/415506712992555/permalink/419093069300586,
Daniel Smith,50+,2018SMIT42,7.60,13.10,8.66,7.71,9.11,7.60,8.49,https://www.facebook.com/events/415506712992555/permalink/418747709335122,
Lisa Kucala,50+,2019KUCA01,7.39,13.01,8.67,9.64,8.71,7.39,9.01,https://www.facebook.com/events/415506712992555/permalink/419261242617102,
Nick Agatyn,<40,,9.38,10.18,9.56,12.09,11.87,9.38,10.53,https://www.facebook.com/757743227/videos/10160923486128228,
Chris Thames,<40,2019THAM05,12.08,12.08,10.61,10.35,11.88,10.35,11.52,https://www.facebook.com/events/415506712992555/permalink/418646102678616,
Grzegorz Pacewicz,40+,2014PACE01,10.85,15.96,14.45,30.77,11.47,10.85,13.96,https://www.facebook.com/events/415506712992555/permalink/417317072811519,
Greg Simmons,<40,,18.99,22.79,10.35,14.23,7.47,7.47,14.52,https://www.facebook.com/events/415506712992555/permalink/419187329291160,
Jae Park,50+,2015PARK24,20.94,31.73,38.63,32.06,36.97,20.94,33.59,https://www.facebook.com/events/415506712992555/permalink/415930936283466,
