Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Grzegorz Pacewicz,40+,,51.62,1:02.63,1:05.69,51.62,59.98,https://www.facebook.com/events/290317685967985/permalink/290420032624417,
Huy Nguyen,40+,2019NGUY29,1:42.60,1:51.81,1:34.91,1:34.91,1:43.11,https://www.facebook.com/events/290317685967985/permalink/296279582038462,
Ed Connell,<40,2018CONN04,3:31.42,3:27.25,DNF,3:27.25,DNF,https://www.facebook.com/events/290317685967985/permalink/295258175473936,
