Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.85,9.45,11.27,10.56,9.33,9.33,10.43,https://www.facebook.com/events/1017705805364611/permalink/1021627524972439,
Chris Hardwick,<40,2003HARD01,13.56,14.32,13.99,15.03,14.04,13.56,14.12,https://www.facebook.com/events/1017705805364611/permalink/1020397585095433,
Ed Connell,<40,2018CONN04,16.57,18.03,13.64,15.10,16.00,13.64,15.89,https://www.facebook.com/events/2855876438029747/permalink/2867546853529372,
Grzegorz Pacewicz,40+,,17.78,17.86,14.40,15.72,15.84,14.40,16.45,https://www.facebook.com/events/365280181488304/permalink/370245154325140,
Shawn Boucké,<40,2016BOUC01,18.31,12.74,16.31,15.88,18.20,12.74,16.80,https://www.facebook.com/events/1017705805364611/permalink/1021091065026085,
Fumiki Koseki,40+,2005KOSE01,18.00,29.38,18.69,14.92,16.15,14.92,17.61,https://www.facebook.com/events/1017705805364611/permalink/1023559581445900,
Christoph Woittequand,40+,2005WOIT01,17.91,17.05,18.85,31.07,16.24,16.24,17.93,https://www.facebook.com/events/1017705805364611/permalink/1022736868194838,Good with New cube Moyu
Aaron Cumes,40+,2018CUME02,16.73,22.03,18.52,18.83,17.97,16.73,18.44,https://www.facebook.com/events/1017705805364611/permalink/1019115181890340,PB AO5
Pete Lee,<40,2018LEEP04,20.08,19.77,20.17,21.36,18.51,18.51,20.01,https://www.facebook.com/events/1017705805364611/permalink/1022050951596763,
Yoann Lecoeur,40+,2016LECO01,18.94,22.58,21.28,18.92,24.22,18.92,20.93,https://www.facebook.com/events/1017705805364611/permalink/1022443291557529,
Lisa Kucala,50+,2019KUCA01,28.37,35.97,28.98,28.13,27.89,27.89,28.49,https://www.facebook.com/events/1017705805364611/permalink/1022046161597242,
Daniel Smith,50+,2018SMIT42,38.01,25.41,25.82,29.44,35.32,25.41,30.19,https://www.facebook.com/events/1017705805364611/permalink/1023491131452745,
