Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Chris Hardwick,<40,2003HARD01,7:37.60,DNF,5:09.70,5:09.70,DNF,https://www.facebook.com/events/365280181488304/permalink/368032671213055,Got a very fast single for me!
Jae Park,40+,2015PARK24,6:55.69,DNS,DNS,6:55.69,DNF,https://www.facebook.com/events/365280181488304/permalink/366040118078977,
Peter Andersson,50+,2013ANDE01,DNF,DNF,9:56.40,9:56.40,DNF,https://www.facebook.com/events/365280181488304/permalink/366582954691360,My 2nd sub-10m ever
