Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Anthony Rochester,40+,2019ROCH03,19,14,49:44,https://www.facebook.com/events/413306813768770/permalink/417167160049402,scw pb by time only
Yuichi Hamada,40+,2012HAMA02,10,6,52:10,https://www.facebook.com/1849183990/videos/422130656279795,
