Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,4:37.83,4:50.27,4:47.03,4:37.83,4:45.04,https://www.facebook.com/events/1154223792452847/permalink/1162577864950773,
Shen Flindell,50+,2023FLIN02,4:43.53,4:55.68,4:47.84,4:43.53,4:49.02,https://www.facebook.com/745394767/videos/496217493094606,
