Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Andy Nicholls,40+,2015NICH04,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/620460455211235?view=permalink&id=621306871793260,
Jae Park,40+,2015PARK24,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/620460455211235?view=permalink&id=622712168319397,
