Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,8,8,43:48,https://www.facebook.com/events/3961748167376856/permalink/3971161813102158,
Toby Chamberlain,50+,2022CHAM03,7,2,37:56,https://www.facebook.com/events/3961748167376856/permalink/3973210742897265,
